teamID,yearID,R,RA,W,L,WPct
NYA,1999,900,731,98,64,0.6049
NYA,2000,871,814,87,74,0.5404
NYA,2001,804,713,95,65,0.5938
NYA,2002,897,697,103,58,0.6398
NYA,2003,877,716,101,61,0.6235
NYA,2004,897,808,101,61,0.6235
NYA,2005,886,789,95,67,0.5864
NYA,2006,930,767,97,65,0.5988
NYA,2007,968,777,94,68,0.5802
NYA,2008,789,727,89,73,0.5494
NYA,2009,915,753,103,59,0.6358
NYA,2010,859,693,95,67,0.5864
NYA,2011,867,657,97,65,0.5988
NYA,2012,804,668,95,67,0.5864
NYA,2013,650,671,85,77,0.5247
NYN,1962,617,948,40,120,0.2500
NYN,1963,501,774,51,111,0.3148
NYN,1964,569,776,53,109,0.3272
NYN,1965,495,752,50,112,0.3086
NYN,1966,587,761,66,95,0.4099
NYN,1967,498,672,61,101,0.3765
NYN,1968,473,499,73,89,0.4506
NYN,1969,632,541,100,62,0.6173
NYN,1970,695,630,83,79,0.5123
NYN,1971,588,550,83,79,0.5123
NYN,1972,528,578,83,73,0.5321
NYN,1973,608,588,82,79,0.5093
NYN,1974,572,646,71,91,0.4383
NYN,1975,646,625,82,80,0.5062
NYN,1976,615,538,86,76,0.5309
NYN,1977,587,663,64,98,0.3951
NYN,1978,607,690,66,96,0.4074
NYN,1979,593,706,63,99,0.3889
NYN,1980,611,702,67,95,0.4136
NYN,1981,348,432,41,62,0.3981
NYN,1982,609,723,65,97,0.4012
NYN,1983,575,680,68,94,0.4198
NYN,1984,652,676,90,72,0.5556
NYN,1985,695,568,98,64,0.6049
NYN,1986,783,578,108,54,0.6667
NYN,1987,823,698,92,70,0.5679
NYN,1988,703,532,100,60,0.6250
NYN,1989,683,595,87,75,0.5370
NYN,1990,775,613,91,71,0.5617
NYN,1991,640,646,77,84,0.4783
NYN,1992,599,653,72,90,0.4444
NYN,1993,672,744,59,103,0.3642
NYN,1994,506,526,55,58,0.4867
NYN,1995,657,618,69,75,0.4792
NYN,1996,746,779,71,91,0.4383
NYN,1997,777,709,88,74,0.5432
NYN,1998,706,645,88,74,0.5432
NYN,1999,853,711,97,66,0.5951
NYN,2000,807,738,94,68,0.5802
NYN,2001,642,713,82,80,0.5062
NYN,2002,690,703,75,86,0.4658
NYN,2003,642,754,66,95,0.4099
NYN,2004,684,731,71,91,0.4383
NYN,2005,722,648,83,79,0.5123
NYN,2006,834,731,97,65,0.5988
NYN,2007,804,750,88,74,0.5432
NYN,2008,799,715,89,73,0.5494
NYN,2009,671,757,70,92,0.4321
NYN,2010,656,652,79,83,0.4877
NYN,2011,718,742,77,85,0.4753
NYN,2012,650,709,74,88,0.4568
NYN,2013,619,684,74,88,0.4568
OAK,1968,569,544,82,80,0.5062
OAK,1969,740,678,88,74,0.5432
OAK,1970,678,593,89,73,0.5494
OAK,1971,691,564,101,60,0.6273
OAK,1972,604,457,93,62,0.6000
OAK,1973,758,615,94,68,0.5802
OAK,1974,689,551,90,72,0.5556
OAK,1975,758,606,98,64,0.6049
OAK,1976,686,598,87,74,0.5404
OAK,1977,605,749,63,98,0.3913
OAK,1978,532,690,69,93,0.4259
OAK,1979,573,860,54,108,0.3333
OAK,1980,686,642,83,79,0.5123
OAK,1981,458,403,64,45,0.5872
OAK,1982,691,819,68,94,0.4198
OAK,1983,708,782,74,88,0.4568
OAK,1984,738,796,77,85,0.4753
OAK,1985,757,787,77,85,0.4753
OAK,1986,731,760,76,86,0.4691
OAK,1987,806,789,81,81,0.5000
OAK,1988,800,620,104,58,0.6420
OAK,1989,712,576,99,63,0.6111
OAK,1990,733,570,103,59,0.6358
OAK,1991,760,776,84,78,0.5185
OAK,1992,745,672,96,66,0.5926
OAK,1993,715,846,68,94,0.4198
OAK,1994,549,589,51,63,0.4474
OAK,1995,730,761,67,77,0.4653
OAK,1996,861,900,78,84,0.4815
OAK,1997,764,946,65,97,0.4012
OAK,1998,804,866,74,88,0.4568
OAK,1999,893,846,87,75,0.5370
OAK,2000,947,813,91,70,0.5652
OAK,2001,884,645,102,60,0.6296
OAK,2002,800,654,103,59,0.6358
OAK,2003,768,643,96,66,0.5926
OAK,2004,793,742,91,71,0.5617
OAK,2005,772,658,88,74,0.5432
OAK,2006,771,727,93,69,0.5741
OAK,2007,741,758,76,86,0.4691
OAK,2008,646,690,75,86,0.4658
OAK,2009,759,761,75,87,0.4630
OAK,2010,663,626,81,81,0.5000
OAK,2011,645,679,74,88,0.4568
OAK,2012,713,614,94,68,0.5802
OAK,2013,767,625,96,66,0.5926
PHI,1955,675,666,77,77,0.5000
PHI,1956,668,738,71,83,0.4610
PHI,1957,623,656,77,77,0.5000
PHI,1958,664,762,69,85,0.4481
PHI,1959,599,725,64,90,0.4156
PHI,1960,546,691,59,95,0.3831
PHI,1961,584,796,47,107,0.3052
PHI,1962,705,759,81,80,0.5031
PHI,1963,642,578,87,75,0.5370
PHI,1964,693,632,92,70,0.5679
PHI,1965,654,667,85,76,0.5280
PHI,1966,696,640,87,75,0.5370
PHI,1967,612,581,82,80,0.5062
PHI,1968,543,615,76,86,0.4691
PHI,1969,645,745,63,99,0.3889
PHI,1970,594,730,73,88,0.4534
PHI,1971,558,688,67,95,0.4136
PHI,1972,503,635,59,97,0.3782
PHI,1973,642,717,71,91,0.4383
PHI,1974,676,701,80,82,0.4938
PHI,1975,735,694,86,76,0.5309
PHI,1976,770,557,101,61,0.6235
PHI,1977,847,668,101,61,0.6235
PHI,1978,708,586,90,72,0.5556
PHI,1979,683,718,84,78,0.5185
PHI,1980,728,639,91,71,0.5617
PHI,1981,491,472,59,48,0.5514
PHI,1982,664,654,89,73,0.5494
PHI,1983,696,635,90,72,0.5556
PHI,1984,720,690,81,81,0.5000
PHI,1985,667,673,75,87,0.4630
PHI,1986,739,713,86,75,0.5342
PHI,1987,702,749,80,82,0.4938
PHI,1988,597,734,65,96,0.4037
PHI,1989,629,735,67,95,0.4136
PHI,1990,646,729,77,85,0.4753
PHI,1991,629,680,78,84,0.4815
PHI,1992,686,717,70,92,0.4321
PHI,1993,877,740,97,65,0.5988
PHI,1994,521,497,54,61,0.4696
PHI,1995,615,658,69,75,0.4792
PHI,1996,650,790,67,95,0.4136
PHI,1997,668,840,68,94,0.4198
PHI,1998,713,808,75,87,0.4630
PHI,1999,841,846,77,85,0.4753
PHI,2000,708,830,65,97,0.4012
PHI,2001,746,719,86,76,0.5309
PHI,2002,710,724,80,81,0.4969
PHI,2003,791,697,86,76,0.5309
PHI,2004,840,781,86,76,0.5309
PHI,2005,807,726,88,74,0.5432
PHI,2006,865,812,85,77,0.5247
PHI,2007,892,821,89,73,0.5494
PHI,2008,799,680,92,70,0.5679
PHI,2009,820,709,93,69,0.5741
PHI,2010,772,640,97,65,0.5988
PHI,2011,713,529,102,60,0.6296
PHI,2012,684,680,81,81,0.5000
PHI,2013,610,749,73,89,0.4506
PIT,1955,560,767,60,94,0.3896
PIT,1956,588,653,66,88,0.4286
PIT,1957,586,696,62,92,0.4026
PIT,1958,662,607,84,70,0.5455
PIT,1959,651,680,78,76,0.5065
PIT,1960,734,593,95,59,0.6169
PIT,1961,694,675,75,79,0.4870
PIT,1962,706,626,93,68,0.5776
PIT,1963,567,595,74,88,0.4568
PIT,1964,663,636,80,82,0.4938
PIT,1965,675,580,90,72,0.5556
PIT,1966,759,641,92,70,0.5679
PIT,1967,679,693,81,81,0.5000
PIT,1968,583,532,80,82,0.4938
PIT,1969,725,652,88,74,0.5432
PIT,1970,729,664,89,73,0.5494
PIT,1971,788,599,97,65,0.5988
PIT,1972,691,512,96,59,0.6194
PIT,1973,704,693,80,82,0.4938
PIT,1974,751,657,88,74,0.5432
PIT,1975,712,565,92,69,0.5714
PIT,1976,708,630,92,70,0.5679
PIT,1977,734,665,96,66,0.5926
PIT,1978,684,637,88,73,0.5466
PIT,1979,775,643,98,64,0.6049
PIT,1980,666,646,83,79,0.5123
PIT,1981,407,425,46,56,0.4510
PIT,1982,724,696,84,78,0.5185
PIT,1983,659,648,84,78,0.5185
PIT,1984,615,567,75,87,0.4630
PIT,1985,568,708,57,104,0.3540
PIT,1986,663,700,64,98,0.3951
PIT,1987,723,744,80,82,0.4938
PIT,1988,651,616,85,75,0.5313
PIT,1989,637,680,74,88,0.4568
PIT,1990,733,619,95,67,0.5864
PIT,1991,768,632,98,64,0.6049
PIT,1992,693,595,96,66,0.5926
PIT,1993,707,806,75,87,0.4630
PIT,1994,466,580,53,61,0.4649
PIT,1995,629,736,58,86,0.4028
PIT,1996,776,833,73,89,0.4506
PIT,1997,725,760,79,83,0.4877
PIT,1998,650,718,69,93,0.4259
PIT,1999,775,782,78,83,0.4845
PIT,2000,793,888,69,93,0.4259
PIT,2001,657,858,62,100,0.3827
PIT,2002,641,730,72,89,0.4472
PIT,2003,753,801,75,87,0.4630
PIT,2004,680,744,72,89,0.4472
PIT,2005,680,769,67,95,0.4136
PIT,2006,691,797,67,95,0.4136
PIT,2007,724,846,68,94,0.4198
PIT,2008,735,884,67,95,0.4136
PIT,2009,636,768,62,99,0.3851
PIT,2010,587,866,57,105,0.3519
PIT,2011,610,712,72,90,0.4444
PIT,2012,651,674,79,83,0.4877
PIT,2013,634,577,94,68,0.5802
SDN,1969,468,746,52,110,0.3210
SDN,1970,681,788,63,99,0.3889
SDN,1971,486,610,61,100,0.3789
SDN,1972,488,665,58,95,0.3791
SDN,1973,548,770,60,102,0.3704
SDN,1974,541,830,60,102,0.3704
SDN,1975,552,683,71,91,0.4383
SDN,1976,570,662,73,89,0.4506
SDN,1977,692,834,69,93,0.4259
SDN,1978,591,598,84,78,0.5185
SDN,1979,603,681,68,93,0.4224
SDN,1980,591,654,73,89,0.4506
SDN,1981,382,455,41,69,0.3727
SDN,1982,675,658,81,81,0.5000
SDN,1983,653,653,81,81,0.5000
SDN,1984,686,634,92,70,0.5679
SDN,1985,650,622,83,79,0.5123
SDN,1986,656,723,74,88,0.4568
SDN,1987,668,763,65,97,0.4012
SDN,1988,594,583,83,78,0.5155
SDN,1989,642,626,89,73,0.5494
SDN,1990,673,673,75,87,0.4630
SDN,1991,636,646,84,78,0.5185
SDN,1992,617,636,82,80,0.5062
SDN,1993,679,772,61,101,0.3765
SDN,1994,479,531,47,70,0.4017
SDN,1995,668,672,70,74,0.4861
SDN,1996,771,682,91,71,0.5617
SDN,1997,795,891,76,86,0.4691
SDN,1998,749,635,98,64,0.6049
SDN,1999,710,781,74,88,0.4568
SDN,2000,752,815,76,86,0.4691
SDN,2001,789,812,79,83,0.4877
SDN,2002,662,815,66,96,0.4074
SDN,2003,678,831,64,98,0.3951
SDN,2004,768,705,87,75,0.5370
SDN,2005,684,726,82,80,0.5062
SDN,2006,731,679,88,74,0.5432
SDN,2007,741,666,89,74,0.5460
SDN,2008,637,764,63,99,0.3889
SDN,2009,638,769,75,87,0.4630
SDN,2010,665,581,90,72,0.5556
SDN,2011,593,611,71,91,0.4383
SDN,2012,651,710,76,86,0.4691
SDN,2013,618,700,76,86,0.4691
SE1,1969,639,799,64,98,0.3951
SEA,1977,624,855,64,98,0.3951
SEA,1978,614,834,56,104,0.3500
SEA,1979,711,820,67,95,0.4136
SEA,1980,610,793,59,103,0.3642
SEA,1981,426,521,44,65,0.4037
SEA,1982,651,712,76,86,0.4691
SEA,1983,558,740,60,102,0.3704
SEA,1984,682,774,74,88,0.4568
SEA,1985,719,818,74,88,0.4568
SEA,1986,718,835,67,95,0.4136
SEA,1987,760,801,78,84,0.4815
SEA,1988,664,744,68,93,0.4224
SEA,1989,694,728,73,89,0.4506
SEA,1990,640,680,77,85,0.4753
SEA,1991,702,674,83,79,0.5123
SEA,1992,679,799,64,98,0.3951
SEA,1993,734,731,82,80,0.5062
SEA,1994,569,616,49,63,0.4375
SEA,1995,796,708,79,66,0.5448
SEA,1996,993,895,85,76,0.5280
SEA,1997,925,833,90,72,0.5556
SEA,1998,859,855,76,85,0.4720
SEA,1999,859,905,79,83,0.4877
SEA,2000,907,780,91,71,0.5617
SEA,2001,927,627,116,46,0.7160
SEA,2002,814,699,93,69,0.5741
SEA,2003,795,637,93,69,0.5741
SEA,2004,698,823,63,99,0.3889
SEA,2005,699,751,69,93,0.4259
SEA,2006,756,792,78,84,0.4815
SEA,2007,794,813,88,74,0.5432
SEA,2008,671,811,61,101,0.3765
SEA,2009,640,692,85,77,0.5247
SEA,2010,513,698,61,101,0.3765
SEA,2011,556,675,67,95,0.4136
SEA,2012,619,651,75,87,0.4630
SEA,2013,624,754,71,91,0.4383
SFN,1958,727,698,80,74,0.5195
SFN,1959,705,613,83,71,0.5390
SFN,1960,671,631,79,75,0.5130
SFN,1961,773,655,85,69,0.5519
SFN,1962,878,690,103,62,0.6242
SFN,1963,725,641,88,74,0.5432
SFN,1964,656,587,90,72,0.5556
SFN,1965,682,593,95,67,0.5864
SFN,1966,675,626,93,68,0.5776
SFN,1967,652,551,91,71,0.5617
SFN,1968,599,529,88,74,0.5432
SFN,1969,713,636,90,72,0.5556
SFN,1970,831,826,86,76,0.5309
SFN,1971,706,644,90,72,0.5556
SFN,1972,662,649,69,86,0.4452
SFN,1973,739,702,88,74,0.5432
SFN,1974,634,723,72,90,0.4444
SFN,1975,659,671,80,81,0.4969
SFN,1976,595,686,74,88,0.4568
SFN,1977,673,711,75,87,0.4630
SFN,1978,613,594,89,73,0.5494
SFN,1979,672,751,71,91,0.4383
SFN,1980,573,634,75,86,0.4658
SFN,1981,427,414,56,55,0.5045
SFN,1982,673,687,87,75,0.5370
SFN,1983,687,697,79,83,0.4877
SFN,1984,682,807,66,96,0.4074
SFN,1985,556,674,62,100,0.3827
SFN,1986,698,618,83,79,0.5123
SFN,1987,783,669,90,72,0.5556
SFN,1988,670,626,83,79,0.5123
SFN,1989,699,600,92,70,0.5679
SFN,1990,719,710,85,77,0.5247
SFN,1991,649,697,75,87,0.4630
SFN,1992,574,647,72,90,0.4444
SFN,1993,808,636,103,59,0.6358
SFN,1994,504,500,55,60,0.4783
SFN,1995,652,776,67,77,0.4653
SFN,1996,752,862,68,94,0.4198
SFN,1997,784,793,90,72,0.5556
SFN,1998,845,739,89,74,0.5460
SFN,1999,872,831,86,76,0.5309
SFN,2000,925,747,97,65,0.5988
SFN,2001,799,748,90,72,0.5556
SFN,2002,783,616,95,66,0.5901
SFN,2003,755,638,100,61,0.6211
SFN,2004,850,770,91,71,0.5617
SFN,2005,649,745,75,87,0.4630
SFN,2006,746,790,76,85,0.4720
SFN,2007,683,720,71,91,0.4383
SFN,2008,640,759,72,90,0.4444
SFN,2009,657,611,88,74,0.5432
SFN,2010,697,583,92,70,0.5679
SFN,2011,570,578,86,76,0.5309
SFN,2012,718,649,94,68,0.5802
SFN,2013,629,691,76,86,0.4691
SLN,1955,654,757,68,86,0.4416
SLN,1956,678,698,76,78,0.4935
SLN,1957,737,666,87,67,0.5649
SLN,1958,619,704,72,82,0.4675
SLN,1959,641,725,71,83,0.4610
SLN,1960,639,616,86,68,0.5584
SLN,1961,703,668,80,74,0.5195
SLN,1962,774,664,84,78,0.5185
SLN,1963,747,628,93,69,0.5741
SLN,1964,715,652,93,69,0.5741
SLN,1965,707,674,80,81,0.4969
SLN,1966,571,577,83,79,0.5123
SLN,1967,695,557,101,60,0.6273
SLN,1968,583,472,97,65,0.5988
SLN,1969,595,540,87,75,0.5370
SLN,1970,744,747,76,86,0.4691
SLN,1971,739,699,90,72,0.5556
SLN,1972,568,600,75,81,0.4808
SLN,1973,643,603,81,81,0.5000
SLN,1974,677,643,86,75,0.5342
SLN,1975,662,689,82,80,0.5062
SLN,1976,629,671,72,90,0.4444
SLN,1977,737,688,83,79,0.5123
SLN,1978,600,657,69,93,0.4259
SLN,1979,731,693,86,76,0.5309
SLN,1980,738,710,74,88,0.4568
SLN,1981,464,417,59,43,0.5784
SLN,1982,685,609,92,70,0.5679
SLN,1983,679,710,79,83,0.4877
SLN,1984,652,645,84,78,0.5185
SLN,1985,747,572,101,61,0.6235
SLN,1986,601,611,79,82,0.4907
SLN,1987,798,693,95,67,0.5864
SLN,1988,578,633,76,86,0.4691
SLN,1989,632,608,86,76,0.5309
SLN,1990,599,698,70,92,0.4321
SLN,1991,651,648,84,78,0.5185
SLN,1992,631,604,83,79,0.5123
SLN,1993,758,744,87,75,0.5370
SLN,1994,535,621,53,61,0.4649
SLN,1995,563,658,62,81,0.4336
SLN,1996,759,706,88,74,0.5432
SLN,1997,689,708,73,89,0.4506
SLN,1998,810,782,83,79,0.5123
SLN,1999,809,838,75,86,0.4658
SLN,2000,887,771,95,67,0.5864
SLN,2001,814,684,93,69,0.5741
SLN,2002,787,648,97,65,0.5988
SLN,2003,876,796,85,77,0.5247
SLN,2004,855,659,105,57,0.6481
SLN,2005,805,634,100,62,0.6173
SLN,2006,781,762,83,78,0.5155
SLN,2007,725,829,78,84,0.4815
SLN,2008,779,725,86,76,0.5309
SLN,2009,730,640,91,71,0.5617
SLN,2010,736,641,86,76,0.5309
SLN,2011,762,692,90,72,0.5556
SLN,2012,765,648,88,74,0.5432
SLN,2013,783,596,97,65,0.5988
TBA,1998,620,751,63,99,0.3889
TBA,1999,772,913,69,93,0.4259
TBA,2000,733,842,69,92,0.4286
TBA,2001,672,887,62,100,0.3827
TBA,2002,673,918,55,106,0.3416
TBA,2003,715,852,63,99,0.3889
TBA,2004,714,842,70,91,0.4348
TBA,2005,750,936,67,95,0.4136
TBA,2006,689,856,61,101,0.3765
TBA,2007,782,944,66,96,0.4074
TBA,2008,774,671,97,65,0.5988
TBA,2009,803,754,84,78,0.5185
TBA,2010,802,649,96,66,0.5926
TBA,2011,707,614,91,71,0.5617
TBA,2012,697,577,90,72,0.5556
TBA,2013,700,646,92,71,0.5644
TEX,1972,461,628,54,100,0.3506
TEX,1973,619,844,57,105,0.3519
TEX,1974,690,698,84,76,0.5250
TEX,1975,714,733,79,83,0.4877
TEX,1976,616,652,76,86,0.4691
TEX,1977,767,657,94,68,0.5802
TEX,1978,692,632,87,75,0.5370
TEX,1979,750,698,83,79,0.5123
TEX,1980,756,752,76,85,0.4720
TEX,1981,452,389,57,48,0.5429
TEX,1982,590,749,64,98,0.3951
TEX,1983,639,609,77,85,0.4753
TEX,1984,656,714,69,92,0.4286
TEX,1985,617,785,62,99,0.3851
TEX,1986,771,743,87,75,0.5370
TEX,1987,823,849,75,87,0.4630
TEX,1988,637,735,70,91,0.4348
TEX,1989,695,714,83,79,0.5123
TEX,1990,676,696,83,79,0.5123
TEX,1991,829,814,85,77,0.5247
TEX,1992,682,753,77,85,0.4753
TEX,1993,835,751,86,76,0.5309
TEX,1994,613,697,52,62,0.4561
TEX,1995,691,720,74,70,0.5139
TEX,1996,928,799,90,72,0.5556
TEX,1997,807,823,77,85,0.4753
TEX,1998,940,871,88,74,0.5432
TEX,1999,945,859,95,67,0.5864
TEX,2000,848,974,71,91,0.4383
TEX,2001,890,968,73,89,0.4506
TEX,2002,843,882,72,90,0.4444
TEX,2003,826,969,71,91,0.4383
TEX,2004,860,794,89,73,0.5494
TEX,2005,865,858,79,83,0.4877
TEX,2006,835,784,80,82,0.4938
TEX,2007,816,844,75,87,0.4630
TEX,2008,901,967,79,83,0.4877
TEX,2009,784,740,87,75,0.5370
TEX,2010,787,687,90,72,0.5556
TEX,2011,855,677,96,66,0.5926
TEX,2012,808,707,93,69,0.5741
TEX,2013,730,636,91,72,0.5583
TOR,1977,605,822,54,107,0.3354
TOR,1978,590,775,59,102,0.3665
TOR,1979,613,862,53,109,0.3272
TOR,1980,624,762,67,95,0.4136
TOR,1981,329,466,37,69,0.3491
TOR,1982,651,701,78,84,0.4815
TOR,1983,795,726,89,73,0.5494
TOR,1984,750,696,89,73,0.5494
TOR,1985,759,588,99,62,0.6149
TOR,1986,809,733,86,76,0.5309
TOR,1987,845,655,96,66,0.5926
TOR,1988,763,680,87,75,0.5370
TOR,1989,731,651,89,73,0.5494
TOR,1990,767,661,86,76,0.5309
TOR,1991,684,622,91,71,0.5617
TOR,1992,780,682,96,66,0.5926
TOR,1993,847,742,95,67,0.5864
TOR,1994,566,579,55,60,0.4783
TOR,1995,642,777,56,88,0.3889
TOR,1996,766,809,74,88,0.4568
TOR,1997,654,694,76,86,0.4691
TOR,1998,816,768,88,74,0.5432
TOR,1999,883,862,84,78,0.5185
TOR,2000,861,908,83,79,0.5123
TOR,2001,767,753,80,82,0.4938
TOR,2002,813,828,78,84,0.4815
TOR,2003,894,826,86,76,0.5309
TOR,2004,719,823,67,94,0.4161
TOR,2005,775,705,80,82,0.4938
TOR,2006,809,754,87,75,0.5370
TOR,2007,753,699,83,79,0.5123
TOR,2008,714,610,86,76,0.5309
TOR,2009,798,771,75,87,0.4630
TOR,2010,755,728,85,77,0.5247
TOR,2011,743,761,81,81,0.5000
TOR,2012,716,784,73,89,0.4506
TOR,2013,712,756,74,88,0.4568
WAS,2005,639,673,81,81,0.5000
WAS,2006,746,872,71,91,0.4383
WAS,2007,673,783,73,89,0.4506
WAS,2008,641,825,59,102,0.3665
WAS,2009,710,874,59,103,0.3642
WAS,2010,655,742,69,93,0.4259
WAS,2011,624,643,80,81,0.4969
WAS,2012,731,594,98,64,0.6049
WAS,2013,656,626,86,76,0.5309
WS1,1955,598,789,53,101,0.3442
WS1,1956,652,924,59,95,0.3831
WS1,1957,603,808,55,99,0.3571
WS1,1958,553,747,61,93,0.3961
WS1,1959,619,701,63,91,0.4091
WS1,1960,672,696,73,81,0.4740
WS2,1961,618,776,61,100,0.3789
WS2,1962,599,716,60,101,0.3727
WS2,1963,578,812,56,106,0.3457
WS2,1964,578,733,62,100,0.3827
WS2,1965,591,721,70,92,0.4321
WS2,1966,557,659,71,88,0.4465
WS2,1967,550,637,76,85,0.4720
WS2,1968,524,665,65,96,0.4037
WS2,1969,694,644,86,76,0.5309
WS2,1970,626,689,70,92,0.4321
WS2,1971,537,660,63,96,0.3962
